"GeneName","rank"
"NDOR1",-0.929126966629625
"LAMC3",-0.92912259957513
"ZNHIT6",-0.929055329724214
"SPIN3",-0.928722509365823
"INHBE",-0.928321974777793
"ITPR3",-0.926852307731854
"FAM21A",-0.92660044947659
"ZNF445",-0.925527382373265
"SPATA2",-0.925166331401519
"AR",-0.92512147768903
"MAPK7",-0.924519602210847
"STARD9",-0.923670610309488
"NT5DC3",-0.923572601434671
"FBXL19-AS1",-0.923254122563999
"SRRT",-0.923211483652651
"SPG11",-0.922498799038205
"KRIT1",-0.922186771649684
"PVT1",-0.922033985776279
"VPS16",-0.921845182967115
"JAG2",-0.921636070219618
"GANAB",-0.920877641337378
"OGFOD2",-0.920477381278725
"GATA5",-0.920433988001647
"GAS8",-0.919078795390861
"RAPGEF6",-0.918732681635331
"XRRA1",-0.918497218120118
"SNX29",-0.917724424739272
"PFKL",-0.916992620483107
"TMEM181",-0.916838269229844
"LRBA",-0.916802030543132
"GORASP2",-0.916718386000546
"ACADVL",-0.916362384724261
"POLG",-0.915309077092258
"SLTM",-0.915145561938533
"C11orf96",-0.914354709782091
"LINC00173",-0.913677593618667
"MARK4",-0.913634090883879
"EHMT2",-0.912875694766496
"ZNF674-AS1",-0.912868602026714
"PER1",-0.91283466424021
"NECAB3",-0.912566128797819
"NEIL2",-0.911619688910633
"DNAH1",-0.911008052076953
"GID4",-0.910958029983052
"PDXDC1",-0.910773329101827
"CHMP7",-0.910562828022962
"DPP9",-0.910035376617574
"DHTKD1",-0.90883480344496
"OSTF1",-0.908783490808994
"ZNF623",-0.90832010845252
"OTUD1",-0.907671616569996
"IQGAP2",-0.907584004398987
"TMEM248",-0.907254554829662
"LIF",-0.907066038885249
"STK11",-0.906944556226592
"SRGAP3",-0.906600944338102
"SLC39A8",-0.906205449588369
"INTS5",-0.906154125393667
"ZFYVE9",-0.905654917356067
"FBXL16",-0.904896839987608
"LRRC75B",-0.902446988868609
"PDE7A",-0.901660983539806
"DLG5-AS1",-0.901587446942397
"ITSN1",-0.901045067615799
"ANKRD34A",-0.900816432124051
"RUFY2",-0.900807972967704
"FAM13B",-0.900325342427491
"ROCK1",-0.90013386318056
"SIK2",-0.899710090176065
"XRCC3",-0.89941182541026
"UBE2R2",-0.898993326652777
"LINC00346",-0.898649708277887
"SLC6A12",-0.898399741954331
"MAPK4",-0.897985519680079
"ANKRD29",-0.897760150106259
"GALNT16",-0.896253445320489
"PPP2R5A",-0.895364103357575
"DIP2C",-0.894880144758402
"WDR6",-0.894393132037197
"MMS19",-0.894188222029155
"C3orf70",-0.893819410992053
"NLE1",-0.893303073132961
"RTN1",-0.892901265697544
"ATP2B1",-0.892833958654157
"DNAJC10",-0.892745591933277
"AGAP3",-0.891506569104447
"RAB40C",-0.891397605500514
"FSD1L",-0.891278585208503
"ANKS6",-0.890789668638429
"LRRC32",-0.890424566397692
"RANBP3",-0.89041151987141
"ATIC",-0.889746188779171
"TMEM132E",-0.88966939009271
"VPS54",-0.887984988979461
"SKA1",-0.887891108631795
"DUSP22",-0.887618256458111
"EHBP1",-0.88752612304494
"ARF1",-0.88707752365382
"BRD9",-0.886881651916402
"PLCG1",-0.886625894738924
"TOR1AIP2",-0.886336475892374
"CSNK1D",-0.886118459972995
"MBLAC1",-0.885575560193114
"CLPTM1L",-0.885295021001696
"JUN",-0.885278558120967
"PIGO",-0.884853021026883
"MORF4L2-AS1",-0.883622425836785
"CRYBB2P1",-0.881035981283064
"NPIPA1",-0.879966373004349
"PPP1R12C",-0.879898860368379
"FEZF1-AS1",-0.879190221201782
"SMARCA2",-0.878987561671082
"EEA1",-0.878509203213479
"ZNF540",-0.878190685422542
"SLC19A1",-0.877698239339429
"CPSF7",-0.876377634706065
"RBM15B",-0.876245650807108
"CTR9",-0.875278028073009
"SNHG16",-0.875224428230204
"POP1",-0.873894696281361
"ZNF532",-0.87382950658046
"FZD2",-0.873223825328899
"CCDC134",-0.873191572082139
"DCUN1D2",-0.873147094126123
"CYHR1",-0.872601837791246
"CCNJ",-0.87210614948784
"LOC100335030",-0.872060852299539
"GRAMD4",-0.871159061850462
"CASP7",-0.870919567490888
"ZNF137P",-0.870489090091638
"TTLL4",-0.870465202171689
"PCSK7",-0.870066898170161
"ZYG11B",-0.869869161430719
"PXN",-0.869713991048371
"XPC",-0.868902811155765
"ZNF263",-0.867991466607256
"MIR3064",-0.867711536358782
"PTK2B",-0.867499262299182
"BCL2L2",-0.867354281904629
"EML4",-0.867329831899799
"PLK5",-0.866451227741058
"CEP68",-0.865244038053335
"GPRASP1",-0.864776489729087
"OPA3",-0.864535792945802
"C9orf69",-0.864464061888793
"CCDC9",-0.864215755772324
"CEACAM19",-0.864199561494834
"SUGP2",-0.863411049645016
"PDE2A",-0.862617951183769
"SREBF1",-0.862421684740481
"IWS1",-0.862347839943592
"SRPRA",-0.862257751894188
"SLC25A25-AS1",-0.862145604444251
"PHC1",-0.861733199171414
"PDCD5",-0.861507714334279
"GRB14",-0.861258651596269
"HDAC5",-0.860869083363049
"MAP3K3",-0.859248501750938
"KCNJ14",-0.859052242266738
"MAN2C1",-0.858779762743474
"BIRC3",-0.858442485798096
"NEMF",-0.858240630267664
"SHROOM3",-0.85792246226606
"YBX3P1",-0.857762468470404
"GDF15",-0.856901950871127
"CAMK2N1",-0.856670217767751
"NUTM2D",-0.8565044078204
"TADA2B",-0.856389778218208
"BGN",-0.856186827999531
"TECPR1",-0.85554891489046
"NBPF1",-0.854559915599763
"TBC1D10A",-0.854095471857173
"CEP83-AS1",-0.854033976693317
"SSB",-0.852936970842695
"TNPO2",-0.852754314532512
"PTCHD3P1",-0.852288956746973
"MSI2",-0.850918513059785
"STUB1",-0.849271878956388
"RHBDD1",-0.848578450665358
"KBTBD11",-0.847676793936931
"STAT3",-0.847205807702644
"LOH12CR2",-0.847170143301693
"PANX2",-0.847087199314321
"SIRPA",-0.846914913427872
"PA2G4P4",-0.846847919111199
"MAMDC4",-0.846497714577329
"EHD1",-0.846420550819736
"PGGT1B",-0.845992047645577
"SGF29",-0.844495867770417
"GUF1",-0.844277447905957
"TBXA2R",-0.84424136758875
"MYO1C",-0.844207329866871
"LPAR3",-0.843038899596879
"ATAD3B",-0.842500656561733
"DOCK5",-0.842491768214276
"MPP5",-0.841666024229268
"B4GALNT4",-0.841172143874883
"ZBTB17",-0.840658283133526
"CROCC",-0.840336094907978
"PDIA4",-0.839576116756494
"SHROOM1",-0.839292204587342
"NPIPB5",-0.839224266746122
"ENAH",-0.839082983651001
"LOC100132831",-0.839044586105588
"CC2D2A",-0.838609435551382
"ZNF185",-0.838246272411652
"ZNF655",-0.838239762327792
"CALCB",-0.8380136512801
"RALGAPA1",-0.837884308520387
"MZF1",-0.837300723724484
"MOCS1",-0.83713348953705
"MYO1D",-0.836669809089023
"ADAT3",-0.83633029343971
"UBE2G2",-0.83543635079011
"ELK4",-0.835389055887433
"STX1B",-0.835063488982228
"UBE2Q1",-0.834004193289762
"DENND5A",-0.83354729388852
"ARHGEF9",-0.833450720465443
"TMED10",-0.832224094632973
"WDR4",-0.832212146790508
"PIDD1",-0.832052351400019
"TEX14",-0.831605637992812
"LINC00094",-0.831124329067074
"GOSR1",-0.830966425181889
"TEAD3",-0.830576176425727
"MGAT5",-0.830549467652657
"CDK6",-0.830096725263882
"PALD1",-0.830003116125411
"SOS2",-0.829734654378125
"RAB15",-0.828814165650697
"EMX2",-0.828334550779406
"ARF6",-0.828171032829445
"WHSC1L1",-0.8278327788551
"C9orf91",-0.826832275498104
"KLHDC10",-0.825913877663229
"BRCA1",-0.82554856473115
"COG1",-0.824361020661781
"C1orf233",-0.822884779433657
"ANKRD40",-0.822305138768667
"DVL3",-0.821863424552007
"NEIL1",-0.82026219774142
"B3GALT6",-0.820009446186313
"SMARCAL1",-0.819834508079361
"AGPS",-0.819065355208619
"EPB41L2",-0.81881113083412
"TMEM145",-0.817850897785306
"MON2",-0.816878216952356
"FAM86C1",-0.816832010747717
"SGK223",-0.816102658080529
"BRD2",-0.815427954922484
"GMDS-AS1",-0.815022925453729
"RNF168",-0.814907951252613
"CCSER2",-0.814889346016272
"DUSP8",-0.814839638308188
"ESRRA",-0.814783970342941
"FAM86C2P",-0.814412094015681
"ZNF862",-0.814053772044908
"FAM69B",-0.813449531106604
"DUSP2",-0.813428119199464
"PKI55",-0.813285167301471
"KCTD21",-0.812854519875711
"WFS1",-0.812805793453926
"RAB3GAP1",-0.812783613516382
"CYFIP2",-0.81274214940559
"LOC401320",-0.81160435172744
"TUBGCP6",-0.811512924298859
"ELAC2",-0.809528373876545
"STON1",-0.809261017849022
"ZNF395",-0.809203571165155
"CHCHD6",-0.808695708047749
"PPP1R15B",-0.808301346556215
"CHCHD10",-0.807931551635583
"JMJD7",-0.807780471520739
"NKX2-4",-0.807575488124948
"C8orf44",-0.807217812648899
"PLOD1",-0.807121353436389
"TUBA4A",-0.80700760500747
"INTS4",-0.806706475320251
"MAP3K10",-0.806575346676016
"IGF2",-0.806481310686845
"LOC100133985",-0.806429389170286
"RAB6C-AS1",-0.805555847865193
"PPIL2",-0.805551756149339
"ATR",-0.804779660322771
"LOC148709",-0.80419862661112
"SRPK1",-0.804158378444642
"UAP1L1",-0.804142772501249
"MRPL45P2",-0.804138898755657
"PABPN1",-0.80379734482063
"ATP2A1-AS1",-0.803501968296403
"IL15RA",-0.803107824233028
"LINC00999",-0.802662485143959
"SLC35F1",-0.801469455810612
"YWHAEP7",-0.801442086768205
"BCOR",-0.801389606704771
"EPB41L4A",-0.801065833885622
"ABCC6",-0.801035895188035
"OSBPL6",-0.800184045897564
"RUFY1",-0.799734139491012
"SCUBE3",-0.798958372791537
"PRKAR2A",-0.798612993151099
"HLA-C",-0.798279740090853
"LYSMD4",-0.797945425837132
"ENGASE",-0.797736193522885
"HSF1",-0.797647722802743
"SLC2A10",-0.797464445593026
"FAM117B",-0.79680830026696
"ETV6",-0.795778776741402
"SLC39A14",-0.795612521874361
"ZNF75A",-0.795139128695552
"KIAA0754",-0.795039077587231
"ZNF581",-0.794954234192058
"CCS",-0.794761871104318
"DPP7",-0.792436508872806
"RET",-0.792354665815174
"GHRLOS",-0.792157579287473
"HOXB3",-0.792151641861455
"CCNK",-0.792042735528317
"TRMT2A",-0.792019822353571
"RAD52",-0.79150780216922
"CCDC47",-0.791467051753777
"RDH13",-0.790703373659318
"BBS1",-0.790286702371033
"PNPLA7",-0.789950938741755
"LSG1",-0.789890687259492
"RILPL1",-0.789799532804896
"BRD3",-0.789052834249159
"FNDC3A",-0.78849170812906
"GDPD5",-0.788382813504273
"DNAJB12",-0.788286680043481
"DRAM1",-0.788170972804756
"POGK",-0.78736559826596
"CNOT4",-0.787191704070114
"IFT88",-0.786937814933918
"RBM12B",-0.786285244855219
"WIPF3",-0.785469922354168
"FNBP4",-0.78398834948652
"FAAH",-0.783869307056957
"KLHDC4",-0.783063695866061
"LDLRAD3",-0.782517747486504
"FAM126B",-0.782153251929045
"RPGRIP1L",-0.781840648689562
"ZKSCAN8",-0.781561709300488
"CTCF",-0.780742168835527
"HOMEZ",-0.780064257946411
"IRAK2",-0.779401350056333
"MEIS1",-0.778891818692043
"TRIM24",-0.778161163897598
"MYO7A",-0.777827173869859
"EXOSC6",-0.777691578749437
"STS",-0.776783594861268
"MTX3",-0.776471366750339
"PCSK6",-0.77633524013416
"PCBP1",-0.775977636362985
"WASH1",-0.775600240060888
"KALRN",-0.775146923816023
"ARAP3",-0.774674479090276
"CYTH3",-0.774579841293933
"GPC4",-0.774214570168565
"SURF6",-0.774056916564823
"DEAF1",-0.773623379340271
"PSMD3",-0.772900408310792
"KDM2B",-0.771993572883469
"BET1L",-0.771977247403083
"SV2A",-0.771724862058124
"PAICS",-0.771723905486799
"TCF7",-0.771571671778755
"ASGR1",-0.771491936165339
"CCNB3",-0.771413061946039
"SNX1",-0.77130653203883
"ANKMY1",-0.771048450965485
"OVGP1",-0.770707083527757
"CDH12",-0.770662675271309
"NTN1",-0.770639799283648
"UBALD1",-0.770602410693247
"TAF5L",-0.769671531882392
"ZBTB21",-0.769618501048827
"MBL1P",-0.769513652716699
"MFSD10",-0.769078680397892
"CHST10",-0.769046773108736
"ROCK1P1",-0.768097093099092
"CYP2S1",-0.767795637691014
"ASH1L-AS1",-0.767294852111074
"REXO1",-0.767001509893813
"GNB1",-0.766807941891341
"BCL3",-0.766167630642447
"ING2",-0.766041953069254
"FAM98C",-0.766035790927307
"UBAC1",-0.765904172860494
"OLFM2",-0.764609468868945
"DDR2",-0.764495749161853
"NDUFA6-AS1",-0.763885946794986
"ZNF165",-0.76372574686875
"CCDC86",-0.76371297624962
"PANK3",-0.763630118885197
"MTHFR",-0.763327437002399
"RNF144B",-0.762971052918299
"UBE3B",-0.762865225126533
"GPSM1",-0.760804755689121
"HERC2P2",-0.760541738788648
"GRTP1",-0.760360223486276
"TRMT61A",-0.760358279098599
"ZNF696",-0.760355101473793
"OMA1",-0.760052446606882
"LRRC58",-0.759570544221188
"SULF1",-0.758730879352433
"ADAM22",-0.757438347970608
"HEXDC",-0.757330208134878
"RUSC2",-0.757273257526925
"HSP90B2P",-0.756907573629828
"MGAT5B",-0.756898828713729
"RNF208",-0.756665942375137
"ITGA7",-0.756577507025424
"DROSHA",-0.756061109500666
"SLC12A2",-0.75565297742858
"NLRC5",-0.7552761283043
"SRD5A1",-0.755098416951383
"BAG1",-0.754763538695895
"ECE2",-0.753818426218414
"NSUN6",-0.753713098399491
"KIAA0355",-0.753697800841895
"SLC7A2",-0.75368633143446
"ARIH2",-0.753618566895159
"AGAP2",-0.75288316962299
"ARHGAP39",-0.752355833646057
"FJX1",-0.752286008390393
"AK9",-0.751417170181028
"TBC1D30",-0.751220408306996
"LOC100507577",-0.751118782052518
"PTPRJ",-0.750936447606296
"CREB3L1",-0.750822453325443
"CIT",-0.750754194810802
"C1orf95",-0.750531755830609
"ARHGAP22",-0.749497046600528
"RBM41",-0.749000608862116
"FBXO10",-0.74880273764707
"AP3B2",-0.748456150468017
"NR4A1",-0.748256420755429
"DENND1A",-0.748215775183781
"CATSPERG",-0.747065381915018
"ATXN1",-0.746869523699234
"GPN2",-0.746808782682593
"PARP16",-0.746721660560069
"ACTN2",-0.746420717566915
"DZANK1",-0.745919610792627
"TRIM17",-0.74553744990879
"KLF7",-0.743921984684005
"SNAI1",-0.743732701910431
"BTBD7",-0.743602916180561
"SPG7",-0.742948240806425
"TMEM259",-0.742693605075878
"TRIM67",-0.742405176389013
"RANGAP1",-0.741851653121481
"AP2A1",-0.741770780363433
"FBXO24",-0.741765412839089
"CRACR2A",-0.740203926657438
"POLR2J",-0.74006359120659
"F8A1",-0.739621820142151
"BOC",-0.739131531755693
"VASH1",-0.738146662438836
"GTPBP2",-0.737015316950876
"CCDC146",-0.736945313945377
"CRELD2",-0.736757517372004
"LOC729603",-0.736471340915516
"PSMD6-AS2",-0.735491279985821
"GNAS",-0.735386104761155
"AMOTL2",-0.734874969311151
"CYB5R3",-0.734450913993306
"TRAF7",-0.733004141898929
"ALG2",-0.732878362686673
"ZC3H3",-0.732554540319598
"METTL21B",-0.731824814525987
"MBOAT7",-0.731678078790035
"KMT5B",-0.731667650379134
"PLCH2",-0.731418531697391
"TRAPPC12",-0.730289897718464
"CKAP5",-0.730272600059709
"EGR1",-0.729958340552098
"UBXN7",-0.729579251500768
"COL6A1",-0.729421662341801
"STXBP1",-0.729024772668151
"PDXDC2P",-0.728298699076789
"TMEM143",-0.728275686066863
"GTF2IRD1",-0.727982942541729
"ABR",-0.727366689719957
"NOD1",-0.727202480532217
"CCNA1",-0.726683454362709
"SUSD2",-0.72612343051603
"NKD2",-0.725987744857194
"KCNG3",-0.725392847891072
"ANKS1B",-0.725173728283136
"MTMR1",-0.725089495922968
"LDHD",-0.7249621981723
"SYK",-0.724040784354514
"PLA2G6",-0.723173650840232
"NARF",-0.723131197110383
"LRFN3",-0.722662749548768
"IKBKAP",-0.721821660504119
"ERICH1",-0.721348326190839
"SIDT2",-0.721051919650525
"CCDC151",-0.720071143524729
"ZNF526",-0.719640080444206
"SCIN",-0.719337242529299
"CDKL5",-0.717522619392468
"SOX7",-0.71716895750033
"PLK3",-0.717166299266442
"ULK4P3",-0.716280946569505
"LRRC41",-0.716197248834929
"CAMKK2",-0.715458530694696
"MDM4",-0.71490489725676
"NANS",-0.714799014305
"SLX4",-0.713800497985412
"FAM117A",-0.713438801255313
"PRTG",-0.713336045103153
"DOHH",-0.712352395245743
"DENND6B",-0.712322256631277
"DDX17",-0.712210393161862
"BLM",-0.712095822892808
"HAPLN4",-0.711935969181974
"SUGT1",-0.711628360634726
"TTN-AS1",-0.711279275596218
"CNNM2",-0.710793091047538
"DRAXIN",-0.710650130279696
"LINC01341",-0.71033199433556
"ATP9A",-0.709911592046656
"ZNF213",-0.709635133799953
"ZNF697",-0.709579479320962
"RMND5A",-0.709557971459667
"NFYA",-0.709380759965028
"TRIM41",-0.706810797382895
"EP400NL",-0.706784547673907
"HGS",-0.706443554913558
"C6orf141",-0.706225863255044
"XPA",-0.7060365321055
"SIGMAR1",-0.705838258916766
"C7orf43",-0.705339204890142
"CUL9",-0.704695716039228
"CRLF3",-0.704327302370062
"STAM",-0.704018474192153
"DNAJC25",-0.703714458313627
"MAOA",-0.702882418545685
"GRIN2D",-0.702744316474768
"GPATCH3",-0.702705763817891
"PRICKLE2",-0.70237636386381
"TNIP1",-0.702179995147083
"FAM72D",-0.702018942713649
"SLC29A4",-0.701778719341369
"NEK4",-0.701426320161568
"CCDC113",-0.701153313363502
"CAND2",-0.701066552786718
"CAMK2G",-0.699319665311994
"LOC100134368",-0.698676865710403
"ARHGAP33",-0.698588747226902
"GPR45",-0.698560510410214
"GRK6",-0.697613932989173
"SLC20A2",-0.697427882015757
"OTULIN",-0.697238681200621
"SAP30L",-0.696670519343832
"ZNF800",-0.696389297099977
"CDK3",-0.696054304430533
"COQ4",-0.695711599685713
"ZBTB42",-0.695305608687734
"ACER3",-0.694336671240879
"FBXW11",-0.694109275739384
"PAPD5",-0.693989021778223
"PHACTR4",-0.693581005338896
"TSC1",-0.693509546465391
"DYNC1LI2",-0.693495142370368
"SHARPIN",-0.692948377671356
"CPNE1",-0.692935268458867
"TFAP2A",-0.692572318865456
"STK25",-0.691857591035414
"AKT2",-0.691403641428605
"ZNF827",-0.690984726607073
"SH3PXD2A",-0.690717786867248
"FZD9",-0.690313538537931
"GTF2F1",-0.688843260485788
"EIF2AK3",-0.688511449586032
"SSU72",-0.688042341460962
"NAA25",-0.687788890996387
"LAMB2",-0.68753636620537
"LINC00963",-0.68744845319706
"WT1",-0.68654937087862
"MAN2B2",-0.686352530655807
"PRSS30P",-0.68594233359847
"MIB2",-0.685902374028753
"WDR45B",-0.685857413462888
"AKAP11",-0.685121768036576
"ERCC6",-0.684954640194232
"WBP11",-0.684385401898825
"ANKRD33B",-0.684357521869222
"BIN1",-0.684189800302864
"CAMK2N2",-0.683959138493268
"ITGA4",-0.683172996838995
"ZMYND11",-0.682944675128765
"FBXW8",-0.682458642226476
"CIPC",-0.682291211361866
"TMEM80",-0.682227023890431
"RASGRP2",-0.681842159487763
"GTPBP4",-0.681649211244383
"PXK",-0.681634738082769
"LOC641367",-0.680994938927216
"CCDC85B",-0.680629591059214
"MUTYH",-0.680384603785024
"NTRK2",-0.680301813860858
"CASKIN1",-0.680291126708377
"SUPT16H",-0.680269084556791
"ZNF880",-0.680020451670185
"HNRNPA0",-0.67927364597098
"SNRNP70",-0.679063274995952
"CDT1",-0.678926444060286
"BLCAP",-0.678246859197444
"NDUFAF2",-0.678189678283408
"ACVR2B",-0.678020422437799
"CNNM1",-0.677133328514038
"RBM4B",-0.676218924089333
"ARHGAP21",-0.676041706010988
"HLCS",-0.676012877657897
"DUSP15",-0.675313860214495
"TBX1",-0.674840442200456
"EYA2",-0.67439266476098
"LAMC2",-0.674367173796919
"LOC553103",-0.673608229193336
"LANCL3",-0.672752549064497
"PTPRE",-0.671546598296501
"ADRA2C",-0.671487218801151
"METTL3",-0.671449390071666
"SEMA3G",-0.671442843089642
"AKT1",-0.671401392911304
"MESDC2",-0.671336482132835
"LMNTD2",-0.671212958696746
"ZNF580",-0.671083228335312
"GPI",-0.67106611925089
"SUV39H1",-0.670718642412513
"CYR61",-0.670477640057984
"ISY1",-0.669581385608784
"PRPF38B",-0.669572319399567
"FOXA1",-0.669522126503341
"ANKRD13D",-0.668556728103553
"KIF13A",-0.668468858680088
"GPR63",-0.667706047863511
"L3MBTL1",-0.66767596674686
"RNF217",-0.667291959471967
"GPR35",-0.667104002279506
"GSK3B",-0.666954381012531
"C6orf136",-0.666200283114391
"SLC9A8",-0.666043890083152
"SH2D3A",-0.665960094944564
"C17orf53",-0.665631119938089
"SCARF2",-0.665539181428023
"STARD7-AS1",-0.665466095051048
"FOXRED1",-0.665327065996126
"RPS2",-0.664952142340994
"HABP4",-0.66414296924482
"TJAP1",-0.663806261865477
"LINC00674",-0.663764200596266
"ZNF707",-0.663480738982546
"PDE8A",-0.663239442339553
"MRPS18B",-0.663222687072475
"FAM118A",-0.663145989068554
"FBLL1",-0.662792836792792
"GEMIN4",-0.662112299485449
"AK7",-0.662026025822395
"MID1IP1",-0.661629678385271
"ZNF281",-0.661468043038116
"ENOX1",-0.66128722394962
"ATP2B3",-0.66096366133791
"TXNDC11",-0.660827310468299
"HN1",-0.660649583437983
"OTUD3",-0.660583710582944
"NOP16",-0.660086221532186
"RFTN1",-0.65993482544972
"TRIM35",-0.659697714218214
"NUDT6",-0.659456071979363
"KCNA3",-0.659048367652855
"DHX8",-0.658855055309102
"SETD6",-0.658804894679648
"LOC441242",-0.658793517960397
"ADGRG2",-0.658435857346963
"HTATSF1",-0.658210329391678
"KCNMA1",-0.657709126791334
"SNORA67",-0.657347773833008
"METTL13",-0.657171026952188
"C1orf220",-0.656620034445599
"FER",-0.656474737797579
"GSK3A",-0.656449782747959
"POFUT2",-0.655899075029424
"INTS6",-0.655876678220978
"UBP1",-0.655345069766494
"ADCK5",-0.654961685398554
"ACY1",-0.65462191182434
"WSCD1",-0.654358829295768
"ATP1A1",-0.654310204475718
"KCNA6",-0.653449874809948
"EPB41L1",-0.653202478075677
"CD3EAP",-0.653201315849877
"TOP1",-0.652741270445796
"SH3D21",-0.65231333032669
"LAT",-0.652191479981641
"DNAJB6",-0.65177918791012
"KIAA1211",-0.651411684094236
"ATG13",-0.650958102679838
"SPATA6",-0.650221626419078
"GRAMD1B",-0.650156170189447
"GBE1",-0.650145627338608
"ARHGAP8",-0.649569823876751
"TRIM14",-0.649161088659958
"ARL17A",-0.649039162967899
"MIR17HG",-0.648705810768842
"SEPT6",-0.648690227505736
"ADAM15",-0.648621582455558
"UBE3A",-0.648370376660372
"TBC1D25",-0.648253311348554
"SERP1",-0.648207030791277
"GIT1",-0.647710159436056
"RNF150",-0.64748416766428
"RNF157",-0.647363430530626
"PLXNC1",-0.64731011718383
"LINC01128",-0.646467845889683
"FHOD3",-0.64642477621284
"HDAC6",-0.645167003289855
"PSMF1",-0.64480416281126
"USP48",-0.644540458256757
"KLC1",-0.644295263300899
"FGF12",-0.644290438414042
"ATF7IP",-0.64397062330389
"SMURF1",-0.642374808225479
"UBTF",-0.641966111595454
"IFNAR2",-0.6416834409734
"U2AF2",-0.640811544875647
"PLEKHH2",-0.640399585527292
"NBEAL1",-0.64018052380508
"SPNS1",-0.640085072334164
"MCCC2",-0.63958127722185
"MSANTD2",-0.639541357609415
"NFIL3",-0.639027083316394
"ZNF91",-0.638345086414695
"HMG20B",-0.637993805592509
"CBARP",-0.637581323201637
"VWA5B1",-0.637034148408839
"MTF1",-0.636707262913782
"TMEM52",-0.636573625282687
"PASK",-0.635991558548033
"BRAT1",-0.635777852745678
"ZSCAN5A",-0.633928215759517
"CHTF18",-0.633513144558976
"ABCC2",-0.632981385668142
"PROSER3",-0.632966653222762
"LPGAT1",-0.632182166578128
"RAPGEF5",-0.631945069682835
"OAZ3",-0.63186933722355
"CCNY",-0.631618154307611
"SLC22A4",-0.631608756944026
"RHOBTB2",-0.6316065718625
"CDK11B",-0.630483973878512
"MUC1",-0.630405246517527
"KCNAB2",-0.630311027055239
"MIB1",-0.630177548417978
"CDKL1",-0.629929602420237
"SLC52A2",-0.629751130727376
"NXF1",-0.629711343153925
"BHLHE40",-0.629496412243393
"SOBP",-0.629489638742842
"CALCR",-0.629321034217721
"TMEM63A",-0.629006681908497
"HECA",-0.62864498906626
"FAM83D",-0.627642061321231
"TMEM64",-0.627324976076016
"TMEM201",-0.62725066644686
"TP53BP1",-0.626596570183725
"GAP43",-0.626471214682893
"ZNFX1",-0.626463397010748
"VPS39",-0.626328130260309
"IMMP2L",-0.626252010635185
"LINC00634",-0.625539288127217
"RSC1A1",-0.625391639448892
"SSPO",-0.625303237744744
"VWA8",-0.624810857403339
"SH2D2A",-0.624448353775607
"VDR",-0.62408538395489
"RBAK",-0.623439226305955
"SAMD11",-0.623281990752301
"C19orf47",-0.622834207541407
"LOC202181",-0.62264719869721
"BBS9",-0.622508499421967
"ZNF764",-0.622279480974292
"ZNF346",-0.621482515212277
"SLC5A6",-0.621377297617925
"PLCG2",-0.621104770607832
"ZNF74",-0.620727806567713
"PSMA3-AS1",-0.620227821911548
"OCEL1",-0.618979862184476
"ZNF23",-0.618504690919033
"PUM3",-0.618174308326923
"URI1",-0.617345968104538
"HAUS5",-0.61724916576405
"TRMT1",-0.616969340451202
"HDGF",-0.616867879911257
"FKBP11",-0.616751518205279
"TRAPPC10",-0.616658037735527
"TMEM171",-0.616503292300421
"ZNF354A",-0.616051422339347
"PCOLCE-AS1",-0.615957734969004
"AAMDC",-0.615811703579419
"HMGA1",-0.615693103977456
"NOTCH3",-0.615528289429315
"UFSP1",-0.615427710088117
"POLR2E",-0.614880569511438
"TMIE",-0.614854412623632
"WNT8B",-0.614192765828124
"SOX12",-0.61402727861063
"AXIN2",-0.613547175095357
"TMED9",-0.613069908336035
"NADK",-0.612972339217248
"PRSS8",-0.612949547668186
"CCM2L",-0.612761100453615
"CHML",-0.612138547841921
"SLMAP",-0.611879056039653
"ZNRF2P1",-0.611393876951757
"SETD4",-0.611350367678317
"PLIN5",-0.61105166147701
"TFG",-0.61099621502627
"NAA60",-0.610760236515925
"ZSCAN12P1",-0.610729792622468
"NCAPD2",-0.610412269196768
"PDLIM7",-0.610066899906761
"GGT7",-0.609973668875629
"SMC6",-0.609817373221475
"HS6ST3",-0.609526998873138
"LRRC14",-0.6090036193651
"PLIN4",-0.608986847058226
"ACAP3",-0.608267124681635
"KIF5A",-0.607849311624019
"TMEM179",-0.607352319490617
"GFPT2",-0.607298545107659
"BTD",-0.607184606029204
"FGFR3",-0.607000837235419
"TMEM59L",-0.60669649529728
"KATNB1",-0.606118364930843
"NUFIP1",-0.606110190121814
"SUZ12",-0.60597850377792
"SS18L1",-0.605807355003215
"EGLN3",-0.605805889548735
"WIPF2",-0.605249277381901
"KLC3",-0.605164077600709
"FAM168B",-0.605094867397151
"MAFK",-0.605078028012815
"TARBP1",-0.60500721506592
"PHYHD1",-0.604723236687761
"MGEA5",-0.6045157723002
"NUP62CL",-0.604453138284956
"STT3A",-0.603960089223231
"IMP4",-0.603483575521647
"MCM2",-0.603244326754265
"MFAP3",-0.603240762539765
"POLR2J3",-0.601918108783514
"MCUR1",-0.601542731941121
"PLEKHA2",-0.60131928481801
"TMEM102",-0.600623076074647
"PDS5B",-0.600342102600753
"MRPL19",-0.600306831281145
"DPAGT1",-0.599830932869617
"LHX4",-0.599612451054088
"PHLPP1",-0.599608088632442
"GAK",-0.599428114264756
"ARFGEF1",-0.599313043121676
"ABCB8",-0.599120238121743
"FGD1",-0.598593095671838
"STAU1",-0.598184145160491
