"GeneName","rank"
"POU3F2",0.0836254036157817
"TTC38",0.0836702927273652
"ALDOC",0.0840396905595285
"NCKAP1",0.0841459841314186
"KISS1R",0.0846288003761132
"GDF1",0.0846726824850058
"PREPL",0.0847827630440181
"LSP1P3",0.0849379771785346
"CREBL2",0.0850344795909541
"PFDN2",0.0851067152518559
"HSP90AB4P",0.085107275958321
"ZSWIM1",0.0851139543169724
"IGFLR1",0.0852101802903892
"PARP4",0.0852229504115374
"GTSE1",0.0853465923848439
"FASTKD5",0.0854406847411078
"PKP2",0.0854580561103946
"YAE1D1",0.0855184045146999
"GNGT1",0.0855543192684957
"TRNAU1AP",0.0855623182152261
"PIP4K2C",0.0858066217567353
"IMPDH2",0.0858978030357631
"PMPCA",0.0862196116241108
"LRRC23",0.0862285102922388
"CBX7",0.0862970319523864
"GS1-124K5.11",0.0864660344268139
"LOC441455",0.0866476503003014
"FUBP1",0.0867574743124453
"CEP85",0.0868778049082767
"MFF",0.0868843131549097
"KIAA1024",0.0869021209823903
"ZFYVE27",0.0869538497568113
"CCND3",0.0869954359726807
"ZFYVE21",0.0871273845035738
"SLC16A5",0.0874022848212007
"PLPP7",0.0874805699171317
"FBXO30",0.0878988506569111
"DHFRL1",0.0881845654028899
"RNF32",0.0883267253733226
"LYN",0.0884063525882485
"PHF13",0.088414418600767
"TMEM38A",0.0889875008343712
"PTPN4",0.0890353202328718
"ACO2",0.0890511942950838
"PLCE1",0.0890717624654919
"FAM86FP",0.0891291776265067
"EXOC6",0.0895298949370544
"FSTL3",0.0896825474410804
"SLC16A12",0.0896843913480528
"MSANTD3",0.0897183067671346
"XIAP",0.0898666840092427
"POU2F2",0.0900844550893923
"BACH2",0.0904444136885383
"ZNF408",0.0906743705348343
"NKIRAS1",0.0906993875708586
"GLIDR",0.0907952753370696
"TOE1",0.0911737612861982
"NHSL2",0.0913889214672925
"CEP89",0.0916149758422645
"PLIN1",0.0917723360503248
"B3GALT1",0.091859643996237
"TRIM7",0.0919733580469182
"PARVB",0.0920580965363661
"PPME1",0.0923289805642015
"KRT10",0.0924482351559847
"TMEM161B-AS1",0.0924902726620607
"DTNB",0.0924992946944536
"REXO2",0.0925436839875557
"LOC100128164",0.0925827834640313
"ANKRD49",0.0926017546507087
"VPS4A",0.0928512114474073
"MAN1B1",0.093120718727874
"ZNF559",0.09320048790861
"LRRC37A2",0.0933238729229858
"NIPBL-AS1",0.0934002882682988
"CNEP1R1",0.0934833485618386
"MAPKAPK5",0.0937476836139372
"MAP3K14-AS1",0.0938826008892663
"LOC148413",0.0939501629884217
"AP1G1",0.094035538096511
"POLDIP2",0.0940435552362917
"TBC1D17",0.0940467335114602
"UHRF2",0.0940950915651718
"SENP2",0.0944396496613402
"CLEC11A",0.0948331524042763
"ABHD15",0.0949337694918721
"GALNT13",0.0949422383125059
"PIR",0.0954642857645858
"CFAP53",0.0955757498729926
"PPP4R1L",0.0957263920456767
"FZD7",0.0957516665420352
"FAM212B-AS1",0.0959129278269434
"ITGB4",0.0962897152883668
"ZNF649",0.0962908862938398
"PSEN2",0.096330037414321
"NRTN",0.096336580148625
"IMMP1L",0.0963656235964254
"HECTD2",0.0964148033862404
"ATF6",0.0966385212612774
"FANCB",0.0969168085595799
"CD82",0.0969679400540935
"SERPINI1",0.097258506672287
"ZNF266",0.0974597595501994
"GID8",0.0975566886077246
"TP53INP2",0.0980489391577632
"SUZ12P1",0.0982373160970935
"CHST7",0.0982890977591469
"STARD8",0.0983554200022317
"FDXR",0.0983833709620781
"CACNA2D1",0.0984057377432458
"ACAD10",0.0984556285181695
"RUVBL2",0.0986776621362805
"VAT1",0.0988423073734705
"CHST9",0.0989403609540727
"LOC388692",0.0989892483529587
"KCTD7",0.0990614654195139
"NOS2",0.0992716369566086
"NCBP2-AS2",0.0993534952704417
"TMEM161A",0.0994578724373709
"USP3",0.0997188380098683
"CLP1",0.0998383201375907
"MBTPS1",0.100071924692055
"PTK2",0.100121695150883
"NKX2-1",0.100348261774038
"LOC100506083",0.100437441895967
"POLM",0.100593252513671
"ALDH18A1",0.100635423253113
"UHRF1BP1L",0.100945427992943
"XPO7",0.101133875074178
"FAM63B",0.1013178972938
"HES6",0.101420714165464
"CDC34",0.101597373846077
"SLC26A11",0.101626629968325
"EIF2B4",0.10178901614148
"THAP12",0.10210156806253
"ZNF500",0.102145929648819
"TGFB3",0.102294639305759
"NUDT10",0.102325982892708
"SLC9A2",0.102570697822496
"RLF",0.102658405924639
"CSNK2B",0.10272772125452
"REEP1",0.102727937005553
"MBTPS2",0.102784667808534
"ARHGAP19",0.102866029962833
"ICA1",0.103092147009134
"SMS",0.103208068812222
"FAM110A",0.103339498930261
"VPS51",0.10364800189222
"PLEKHG4",0.103654832535839
"FBXW9",0.103727842521327
"GDAP1L1",0.1038251549006
"PCBP3",0.103863857048977
"MDH2",0.10430830449336
"PIK3AP1",0.10434535113595
"ISL2",0.104427777627967
"TMEM169",0.104826162861448
"UBE2S",0.104905824048148
"CWC27",0.105272693469435
"RBM39",0.105380369051308
"BCL2L13",0.10547657194366
"DNAJC12",0.105603347438976
"NIP7",0.105686390646566
"GRASP",0.105868792712959
"JPX",0.106201683874734
"LINC00960",0.106775757772532
"AP2B1",0.106870022671912
"NR2F2",0.107235146029212
"USP2-AS1",0.107311397965594
"FIBP",0.107352022321364
"MRPS14",0.107440052598281
"BPHL",0.107497564630949
"MARCH5",0.108212982482364
"TBRG4",0.108236342178249
"FAM120B",0.108293340707946
"ZBED9",0.108317627075059
"DDX39A",0.108350002681403
"TMEM177",0.108481646232589
"DDB2",0.108604919129039
"ARHGAP42",0.108637253270285
"RSL1D1",0.108711903618747
"LARGE",0.108736552493895
"PNMA1",0.108811583293897
"C5orf34",0.109022108403391
"FN3K",0.109057236539421
"NAA16",0.109195052596356
"LSAMP",0.109258195892731
"LRPAP1",0.109384354351069
"SNX8",0.109401316577835
"FAM86DP",0.109674772906618
"ADORA1",0.109686060016483
"SEMA6C",0.109733868715524
"TMEM184A",0.109759768808942
"ACAD9",0.10979122437038
"CEP57",0.10982554815918
"DCTN5",0.110079581688039
"ZBTB8B",0.11039637283189
"NOL10",0.110477859879894
"BAX",0.110661829772448
"C16orf58",0.110692619877984
"NRARP",0.110715120968593
"PDF",0.110803948652187
"MRPL17",0.110826800910323
"USP14",0.110947651158704
"FBXO18",0.111006801099076
"TIPARP",0.111086860765489
"P2RX7",0.111272576526679
"AACS",0.111435786562791
"RNASE4",0.111442068502122
"FRMD8P1",0.111581478042462
"BHLHE41",0.111629405473613
"SYNGR3",0.111639138157915
"AP5Z1",0.111802131093123
"NT5C3A",0.111971563525731
"ARHGEF4",0.112063908319507
"TMTC3",0.112157533749175
"ERAP1",0.112252060966371
"GTF3C5",0.112279993888319
"ZBED5",0.112301899659987
"C15orf57",0.11233603971607
"DAXX",0.112460147295967
"FAM8A1",0.112461665336749
"EIF4A3",0.112463447733916
"RAD18",0.112541139532644
"VGLL3",0.112736663730175
"BRIX1",0.112748192855955
"PEX16",0.112848122766322
"C14orf142",0.112858173016923
"TBC1D12",0.112908980226531
"LDLR",0.113277119204696
"ATP1B3",0.113400554394575
"EFTUD2",0.113493692115872
"ATG4C",0.113536412416628
"CNOT6L",0.11362002132561
"DDX1",0.113626229056615
"IFI27",0.113748735905872
"CNGA4",0.113837851123468
"RXRB",0.114315843223141
"SLC26A10",0.114332810410139
"RGS7",0.11437494812649
"SLC26A6",0.114762423102216
"AGAP5",0.114922436251397
"DYNC2LI1",0.11509443514171
"METTL21A",0.115146851433589
"CAPS",0.1154350846946
"MRFAP1",0.116230340702775
"TIMM13",0.116470298615941
"RRP7A",0.11680480165152
"FUS",0.117071234126492
"TIMM21",0.117095702303705
"GTF2H2B",0.117209046870112
"AATK",0.117365198252246
"CKMT2-AS1",0.11740245190787
"LMO2",0.117443830980193
"LOC285074",0.117449905033107
"ST7",0.117475029159541
"CCBL1",0.117555806566827
"TAPBPL",0.117600788603837
"RASAL2-AS1",0.117673444207862
"PPM1D",0.117712416945472
"STRN",0.117721485524195
"C19orf81",0.117762400324617
"NAA35",0.118251721165067
"SCARA3",0.11828301821816
"RWDD2A",0.118417828513291
"HOXA-AS3",0.118646387534287
"XKR6",0.119077563200861
"SPATA6L",0.119160555026787
"OSTCP1",0.119167496281047
"PTAR1",0.119363125249728
"CACNG6",0.119420819444228
"ZKSCAN5",0.119498147701914
"TAPBP",0.12023629997892
"AGAP11",0.120391836827071
"RFXANK",0.120471691692318
"LIN52",0.120522457692972
"HOXA5",0.12073879988931
"RIMBP3",0.120759156960485
"TOPORS-AS1",0.120821519819299
"PDSS1",0.120888557420913
"FN1",0.120892164663552
"KIF3A",0.121249724921137
"LACTB",0.121651105158808
"CCSER1",0.12182617329418
"C11orf68",0.121866691632003
"STXBP5L",0.121874471501353
"B3GAT3",0.121878400387475
"LARP7",0.121905983106262
"POLR2D",0.122113896078013
"ARMC10",0.12221757143086
"SNORA33",0.122320745065987
"PRRT1",0.122365425152595
"CCDC183",0.12241360966958
"EDNRA",0.122552896499722
"KDM5B",0.122985436441364
"UBE2J2",0.12321473523383
"TUSC2",0.123365637768947
"DAPK2",0.123439946622763
"MTERF3",0.123504205437787
"RIPK1",0.123658972216154
"MTMR7",0.123854778200158
"SRSF1",0.123856643081656
"FLCN",0.123903081316358
"UQCC1",0.124086155371065
"ISYNA1",0.124137648290109
"SIX2",0.124476519948924
"C12orf10",0.124513609664451
"ALKBH1",0.124606553441146
"LOC100506124",0.124657287134919
"SIRT3",0.124811828743397
"AMIGO1",0.125055848444442
"SURF2",0.125159264524699
"DYRK1B",0.125299703081584
"RBM8A",0.125361069502981
"GPS2",0.125494823753754
"CORO7",0.12558458889437
"MRPL9",0.125694462154721
"CDKAL1",0.125695213176881
"CCDC87",0.125732143956563
"CUTC",0.12576036222735
"NUP133",0.126107740660218
"TUBA8",0.126367851599758
"NIPAL2",0.126378385342377
"C2orf47",0.126397069953771
"PACSIN2",0.126469480960392
"WDR46",0.126492045759745
"NFYC-AS1",0.126522478028443
"PRKRIP1",0.126585230994139
"USP5",0.126626975213014
"BAG5",0.126715394671151
"EZR",0.126819325515984
"TYW1B",0.126984410817413
"HSPD1",0.127368216842687
"RPAP3",0.127436856404746
"NEDD4L",0.127684900841701
"CENPL",0.128385795167945
"PIK3R5",0.128503324149359
"VCPKMT",0.128622123658429
"SCARNA12",0.128688808717145
"ELP3",0.128816304032835
"BCLAF1",0.128923173836326
"FAM220A",0.129109466456466
"BRICD5",0.129378733121311
"JRKL",0.12940796261282
"KIN",0.129722025165755
"RELL2",0.129791896829086
"PCYT1A",0.129794164411699
"PCNX4",0.129830785819935
"POLB",0.129844982824552
"MOCOS",0.13009119274714
"SMIM15",0.130269341064665
"TMEM133",0.130363882761753
"NUDT1",0.130418252538472
"GSTM4",0.130443239348433
"UNK",0.130579476411275
"MCM7",0.130586313043623
"OXTR",0.130611750523339
"C21orf33",0.13081954934943
"RPUSD2",0.130984456889274
"FGF13",0.131221259508261
"DENND2A",0.131280252210327
"MIR924HG",0.131286794774421
"PDXP",0.131393936921663
"NIPA2",0.131659921947149
"FAM21C",0.131829534386768
"C11orf71",0.13189359856988
"ZBED5-AS1",0.132097100504578
"PMPCB",0.132097809974624
"C1orf131",0.132142615899964
"SETDB1",0.132177305360282
"STARD7",0.132315389793104
"AMN1",0.132446172934419
"ZNF365",0.13244746451906
"RSPRY1",0.132604635808888
"ATP6V0D1",0.13265406507771
"OSBPL7",0.132702829634521
"ZNF586",0.132708732954168
"HEATR5B",0.132791930011608
"TMEM115",0.132803944184387
"LHX6",0.132969694486736
"DGCR11",0.1331034202598
"STRADA",0.133291013069884
"THSD1",0.133407809065102
"FILIP1L",0.133556416813674
"RNF5",0.133763473058298
"NUBP1",0.13388110653903
"IRX5",0.133939089814088
"GRK4",0.133943983886574
"UBE2L3",0.134037758978137
"SDC1",0.134055570392222
"TSPO",0.134088095950745
"NUP93",0.134157309313622
"KTN1",0.134325057282636
"RAB29",0.134344503372873
"PRDX2",0.134597527842374
"RASSF5",0.134824995677394
"TMED10P1",0.134828792646999
"RFC1",0.134884053990936
"POLR3B",0.135017591638726
"AP4S1",0.135145554190814
"RAB40B",0.135170123404646
"MFSD13A",0.135277723365333
"CEP97",0.135284563145256
"VLDLR-AS1",0.135332577578761
"NKX3-1",0.135342518549262
"BATF2",0.135442939670349
"C6orf203",0.135709730139063
"C10orf76",0.135799987950674
"EML1",0.135875922463519
"OGFOD3",0.135902326613795
"RAMP2-AS1",0.135928889078678
"LINC00652",0.135945540487755
"LUC7L",0.13649048608794
"RBM17",0.136527231038599
"C9orf9",0.136609996585112
"ZNF583",0.137081056069128
"SQRDL",0.137211273984083
"CEP120",0.137365723320616
"CEP41",0.137640313121866
"ADAMTS1",0.137699667378796
"C10orf88",0.138038209304859
"CARD19",0.138088940382306
"PPP1R35",0.138349736293901
"UNC80",0.138576484733341
"LRP12",0.138852126285519
"ZNF596",0.138960031354683
"ELP5",0.138984831165839
"C8orf88",0.139077318624288
"LARP4",0.139080214624512
"MAPK8",0.139217724709103
"FAM122A",0.139578648076839
"SYTL3",0.140012519843151
"ARRDC1",0.140043640867236
"H19",0.140060600220633
"SIRT5",0.140179431659183
"ACOT13",0.140327038894501
"SP6",0.140366875578822
"KHDRBS1",0.140443834799831
"SLIT1",0.140537350814516
"SEC23IP",0.140542481028543
"WDR74",0.140555611008718
"PPM1K",0.140791669641385
"DNAL1",0.140839911048261
"GNB1L",0.141276612315563
"RNF126P1",0.14144337623243
"ANKRD34B",0.14154707476819
"FAM213B",0.14167923645509
"KIF2A",0.141726512536079
"EPT1",0.142029292805625
"MIR4435-2HG",0.142309708346753
"PSMG4",0.142592245349232
"CYP2J2",0.142609044139187
"MCL1",0.142717389936777
"SEMA7A",0.142860253625699
"SAAL1",0.142936262746636
"LPXN",0.142978124642394
"API5",0.143065615101083
"MCOLN1",0.143219289001197
"IFT81",0.143248747886939
"PIGB",0.143326881189142
"COPS7B",0.143422197039249
"CADM4",0.143436420413475
"MIOS",0.143545234256267
"RNF216P1",0.143774325166724
"CAMK2D",0.143803033297469
"WDR47",0.143974832321018
"ACADS",0.144031667183155
"CDCA7",0.144091979434763
"TESK2",0.144092275612693
"RCAN2",0.14416613421904
"MORN4",0.144195715547635
"PRIMA1",0.144320743278391
"CCKBR",0.144438602363225
"MAP6",0.144508496292733
"CTSK",0.144686821881178
"ERO1A",0.144833565870945
"CACNB3",0.145038481916028
"EMX1",0.145082061222503
"ARPP19",0.145222197166714
"ZNF721",0.145283018776473
"ULK4",0.145540204041824
"LINC00957",0.14564691605203
"KMT5C",0.146117758137855
"RUNDC3A",0.146249868331505
"EXOC8",0.146251495991307
"CLSTN3",0.146382447305342
"SLC39A6",0.146409151681974
"ZNF28",0.146540806969259
"CDC37L1",0.146557971898985
"ETS2",0.14660705084412
"LRRIQ3",0.146678233745922
"ARHGAP28",0.146961697744358
"RIC8B",0.147026993732723
"SLC30A4",0.147203341599797
"ITIH5",0.147334933801184
"SPACA6",0.147421423830091
"PRMT3",0.1474299986237
"CLN3",0.147595531294596
"BTRC",0.147710229259225
"MICU2",0.147796295593127
"ARHGAP17",0.148060045410089
"ZFYVE16",0.148541863080401
"RAB38",0.148681112388463
"LINC01134",0.148823615107241
"EXOSC8",0.14907694236381
"TRIM36",0.149414801724338
"ZFP28",0.150352583383767
"CIAO1",0.15040608221162
"MTIF3",0.150574015157099
"BATF3",0.150603604536144
"MTERF1",0.150686256569364
"LRRC20",0.150788574826867
"CDR2",0.151018184584976
"TGFB1I1",0.151229666385426
"METAP2",0.151374440627689
"C2orf27A",0.151495675005572
"PTBP2",0.151585960486669
"RAB21",0.151921706868106
"FZD8",0.152384474521272
"FRS2",0.152408809169074
"SOX5",0.152526830554674
"ATAD2B",0.152531982028698
"PTGR2",0.152564782821024
"GNPTAB",0.153073655978671
"ERI1",0.153125595830973
"CHMP6",0.153182411017384
"DUSP10",0.153266805293604
"ARRDC2",0.153551772956857
"RFESD",0.153686170361162
"POC1B",0.153782794560309
"EI24",0.15393246991215
"SFXN5",0.154201148643127
"TMEM168",0.154295072495849
"ZNF525",0.154367541454042
"MIS18A",0.154403911977487
"SEC14L1P1",0.154440502450669
"ACTR5",0.154657748144924
"ORMDL3",0.154874567723693
"SNX16",0.155509601126491
"LDOC1",0.155927793967643
"EDARADD",0.155934949168567
"VSIG10",0.156086661151421
"ALOX12-AS1",0.156245243425956
"NRBP1",0.156560212756603
"CNST",0.156573826420254
"ZNRD1ASP",0.156790352091966
"ALDH3A1",0.156844341056247
"B4GALNT1",0.156957989640996
"LRRC37A6P",0.157321144795207
"NDUFB11",0.157342027243521
"EGFL7",0.157481678660327
"PLK1",0.157694694521142
"CD44",0.157804384934272
"FAM120AOS",0.158116233113802
"RUNX2",0.158636232685426
"NRDC",0.158670387820752
"LIN54",0.158686847334577
"C1orf27",0.158709332489054
"H2AFY2",0.159047939834981
"DGCR6",0.159279258947013
"DDX41",0.159652896352399
"NMNAT3",0.15965687796171
"RNF5P1",0.15970749156725
"CNOT10",0.15985768805369
"LIG4",0.159963900588838
"DOCK4",0.159984897174883
"NDUFV3",0.160327405939161
"SPAST",0.160778752541792
"AGPAT5",0.160851578161819
"UBE2I",0.160917761126939
"TRIM4",0.161096163956276
"SNX25",0.161120508932912
"PPARG",0.161283081406362
"RAB30",0.161371798513029
"PLPP1",0.16138238457132
"KLHL14",0.161427396915705
"MTRR",0.16161583737315
"YWHAEP1",0.161666128341653
"NUB1",0.161742868819941
"NGRN",0.161744422328837
"ARHGAP5-AS1",0.161861816962582
"GAB1",0.161873423294044
"HAND2",0.161888943090775
"FAM20C",0.162420493448812
"AGK",0.162633823358286
"CARD8-AS1",0.162643985757894
"C16orf52",0.162651929709761
"INTU",0.162880500659109
"ARHGAP11B",0.162903558387969
"ABLIM2",0.163182590014036
"SIRT2",0.163264581028707
"LOC100130691",0.163285927570661
"ATF2",0.163312446245711
"KLF3",0.163320788081845
"CCDC102A",0.163349164217123
"CIB2",0.163454405305091
"MYEF2",0.163571370407429
"NECTIN4",0.163777170744743
"DDX5",0.164201089879831
"HAS3",0.164240002391096
"LINC01569",0.164273254988698
"HPS4",0.164299747840667
"MED19",0.164318734816584
"ZFP64",0.164339933313473
"RTCB",0.164468324032497
"LRRC61",0.164711396182691
"UBOX5",0.164775501120446
"ZRSR2",0.165165463196994
"ATP8B5P",0.165474507871699
"IPO11",0.165611298843943
"LCLAT1",0.16602351183871
"MIR25",0.166156840580175
"BRF2",0.166515479281385
"CDC42BPG",0.166784030624284
"PSMD9",0.166864582381662
"PGF",0.167012847543637
"KCNK13",0.167037854813185
"ABHD6",0.167316898335266
"KCNB1",0.167334065258061
"ANO5",0.167365200896249
"LYSMD2",0.167433604637528
"RSBN1",0.167731090275368
"ZNF25",0.16788940909994
"CALY",0.16804799413081
"BLVRB",0.168568179542458
"METTL7B",0.169027347672465
"KLF2",0.169558359710222
"HOXB6",0.169583925856498
"SNX7",0.169925696147757
"TALDO1",0.170017256807631
"SUDS3",0.170344971165209
"CDC73",0.170425259316154
"NSMCE3",0.170447838209323
"HOMER3",0.170551394647799
"FAT4",0.170552230592957
"ATG14",0.170661025896463
"KRR1",0.171033492969499
"PABPC4L",0.171043556540868
"EFHD2",0.171137785180455
"CDIPT",0.171339125636742
"DNMBP",0.171437718764167
"EPHX2",0.171579608630954
"FBXO4",0.171626022856745
"PPP1R3D",0.171637443526272
"MIPOL1",0.171663268984789
"FAM46C",0.171690964027322
"ORAI1",0.171748117596247
"GNA12",0.171861357154154
"TSPAN14",0.172278819701788
"JAM3",0.172369972849188
"CHRDL1",0.172433890849543
"PLSCR4",0.172548629486795
"MCMBP",0.172601205230764
"PIAS3",0.1726667047712
"SQLE",0.172677302085241
"ZNF513",0.172856807873071
"RSG1",0.172856887485101
"NRBF2",0.173012013918508
"PHF1",0.173476308475686
"C1orf61",0.173573473348406
"SCN1B",0.17367761787202
"CXorf40B",0.173699920872163
"NSMAF",0.173750382666953
"ARG2",0.174513342616662
"GBX2",0.174924552750829
"PPT2",0.175080378346571
"CCDC59",0.175226428043561
"HLTF",0.175701956545327
"PDK2",0.17589685901684
"ZNF761",0.176014797601544
"INO80B",0.176037924207829
"MED9",0.176051866897822
"STMN3",0.176077557085691
"GOLIM4",0.176089912722525
"TM7SF2",0.176234633436781
"AAR2",0.176362476940254
"HYAL2",0.176485373892885
"RDM1",0.176629013341984
"ANXA2",0.17681504244202
"FOXP3",0.177138608398316
"ZNF326",0.177241501279545
"C2CD2L",0.17742715842492
"ACKR2",0.177429595263729
"COL6A2",0.177682639837377
"STYK1",0.177757883597187
"ETF1",0.178032951614794
"DEF8",0.178038423453268
"USP45",0.178499344988752
"SNHG8",0.178589762487433
"GATA6-AS1",0.17866463471666
"PKIG",0.178821761647088
"CISH",0.178865117288835
"ALAD",0.179009423167212
"DNTTIP2",0.179051012820331
"PLCXD2",0.179062800845032
"TTYH2",0.179430813501962
"CBWD2",0.179698312328081
"FAM72B",0.179829224290671
"RPS26",0.179913852228553
"PCK2",0.180308079016202
"FTL",0.180392085643047
"LOC100652758",0.180444447294358
"SNHG1",0.180668778386195
"ARHGAP11A",0.180818091950251
"KCNK1",0.180957961222468
"IMP3",0.180989951456059
"RBMS3",0.181050860234645
"NCEH1",0.181155113489326
"PGBD1",0.181400438614386
"DHRS4L2",0.181436789568897
"TSPAN4",0.181570792460175
"BAIAP3",0.181720078182218
"AUH",0.181722483261208
"C3orf17",0.181734867653116
"MAGEL2",0.181863036511467
"CUL3",0.181937761661867
"IFI27L2",0.182096224192913
"HEMK1",0.18213776434554
"DRG2",0.182149188943992
"FBXO21",0.18235117515534
"COPRS",0.182489379502718
"DOLPP1",0.182560239502444
"TRAFD1",0.182587085149428
"FAM95A",0.182621234639989
"FAM127A",0.18279436365102
"SMARCA1",0.183168884462916
"MIER3",0.183403329182278
"ANAPC7",0.183450538115312
"CITED2",0.18354983556868
"SCLT1",0.183575099353229
"SRSF5",0.183672323869901
"CNPPD1",0.184066450503619
"LOC100289495",0.184100329628391
"SEC13",0.18414298041372
"MPLKIP",0.184313434376494
"PAXIP1-AS1",0.184361945109948
"AP3S2",0.184744547727193
"PSIP1",0.184949699090724
"SNHG3",0.184963496754068
"VEPH1",0.185135348914507
"SLC25A21-AS1",0.185145219027218
"PICALM",0.185212892253781
"DCAF4",0.185242100344676
"OTUB2",0.185297735398533
"OXA1L",0.185426980313868
"PPM1M",0.185459211280712
"CRYBA2",0.185662358580818
"TRPS1",0.185858150302684
"ITGA5",0.185920991214907
"LOC643387",0.186045384180382
"DNM3",0.186045759150742
"SCN2B",0.186156418890977
"PSMC1",0.186211670129602
"IL17D",0.186516305034383
"FAM43B",0.187207389720666
"TBC1D9",0.187293207372006
"ACAA1",0.187463980047681
"GPR75",0.187574629474092
"KLHL2",0.187790458090614
"GSC",0.187868300682695
"ZNF775",0.187905721160925
"TRMT13",0.187911878554771
"TMEM108",0.18798197590102
"ZFP90",0.188044307571424
"VTI1B",0.188442814122233
"ERMP1",0.188558408739678
"GINS4",0.189059448319838
"BCAS2",0.189367057162801
"ZNF568",0.189622606280428
"OAZ2",0.190128670754162
"ZNF527",0.190341887523783
"LIMS1",0.190379385470291
"VPS37A",0.190477855861869
"ADRB2",0.190696636047653
"CDK15",0.190716779074635
"DLX3",0.191073760177636
"ZNF282",0.19143729428301
"CACYBP",0.191736239929223
"COL25A1",0.192300777537805
"FAM161A",0.192629965421744
"SEMA4C",0.19264186526289
"ZNF461",0.192825027586014
"SCUBE1",0.192894391468423
"IGSF11",0.193000007958017
"THAP7",0.193272651557571
"RECQL5",0.193272979529499
"KATNAL1",0.193778131010188
"ATF4",0.193890103837975
"HOMER1",0.194075332926225
"GON4L",0.194290106522515
"TMEM41A",0.194363028154859
"RACGAP1P",0.194527702157901
"RASGRP1",0.194563102322949
"ADIPOR1",0.194624524666665
"EPB41L4A-AS1",0.194650669352164
"MFSD6",0.194708581631324
"MMP16",0.195135576192594
"SKIV2L",0.195264478758014
"CUL5",0.195440193705086
"KIAA1656",0.19578692790835
"SUGP1",0.195950137270803
"SEMA4B",0.196174573795522
"ABCD1",0.196262383391688
"SH3GL2",0.196920040792566
"SAP30",0.196927250711211
"KIAA0586",0.197076163024814
"JADE3",0.197461865205596
"GTF3C6",0.197524686359091
"POLH",0.197701115226414
"ASAP3",0.197803600994238
"PDE1A",0.198110601943913
"BRAP",0.198187120400324
"MAP3K1",0.19830278702384
"DNAJB5",0.198364245464117
"ZMYM5",0.198575586153621
"ZNF736",0.198613916697395
"TFPI2",0.198938306576036
"PIGG",0.199182291822342
"ATP7A",0.199214646733269
"SOX9",0.199529639583575
"TMCC1",0.19979805284066
"DGKA",0.199925849926669
"COPG2",0.199934110340828
"FAM43A",0.200134186807911
"SUPT3H",0.20027577418407
"RPL36AL",0.20031591666624
"CBX8",0.200343096776444
"GGNBP2",0.200389270859122
"HSDL2",0.20066499115427
"LHX8",0.200721206003915
"CSRNP2",0.200904096389488
"MCEE",0.200937944892529
"CEP85L",0.201121224002772
"NNT",0.201182204792861
"LRPPRC",0.201251607611327
"USP37",0.201290228417302
"CENPP",0.201296512648969
"ATOH8",0.201423327007915
"ACBD3",0.20156979654516
"GLA",0.201622190889706
"SYNGR1",0.201691231024102
"ACBD6",0.20201007120624
"SPHK1",0.202014640219886
"IDH2",0.202042964104337
"ZNF823",0.20232522804916
"SAT2",0.202428917250121
"CAAP1",0.202565617841103
"ZNF674",0.202615898978329
"TMSB4X",0.202807972655566
"SYT3",0.202839141417463
"SLC16A13",0.202979147940424
"H2AFJ",0.203031917790844
"ICE2",0.203194524866733
"ZSCAN18",0.203332526789838
"OSGEP",0.203666860283082
"DSC1",0.203870988805974
"ADAM8",0.203878371681584
"TUBBP5",0.203968562569169
"EEF1E1",0.204158439231213
"TERF2",0.204268458029441
"DNAJC21",0.204362650542669
"SLC25A45",0.204418114032721
"TOMM70",0.204449650758532
"C1orf109",0.204458855193047
"SPAG5",0.20471327620856
"LEO1",0.20487232810872
"LOX",0.205248410541408
"CABYR",0.205287352292401
"FTX",0.205295010490958
"SLC25A29",0.205469714398346
"ZNF251",0.205569393665901
"CBY1",0.205661606109647
"SCAND1",0.20572377436373
"FBXO36",0.205764696758255
"EIF4EBP1",0.205864604844376
"MAD2L1BP",0.206509197690982
"ZNF839",0.206551928499147
"COL2A1",0.20660038915348
"ZNF92",0.206639454803728
"CSTB",0.206949761212758
"PHF23",0.207157752761531
"CARD6",0.207235150754392
"ZNF83",0.207442056661309
"LIAS",0.207479355142687
"SDHAP3",0.207609664438271
"CLUAP1",0.207663592180878
"ARL4D",0.207700350915927
"MTX1",0.207715459611462
"TUBB2B",0.207811001754823
"PCSK4",0.207884093408384
"CECR5",0.207978556463925
"RNF41",0.208000434044737
"NKIRAS2",0.208501894516311
"KIF1BP",0.208688376415637
"PTPN2",0.20885984425292
"ZNF284",0.209022213586375
"RPL21",0.209028883043309
"SCNM1",0.209193443085609
"PYROXD2",0.209824746521942
"CHGA",0.210594161052702
"DDX31",0.210690699289378
"GNPNAT1",0.210771055288146
"ZNF354B",0.210845933349057
"DCAF6",0.210979479219301
"CHID1",0.211016687420305
"GRPEL1",0.211017111951179
"ATP1A1-AS1",0.211028921251323
"CCDC184",0.211115305790697
"SNAI2",0.21133315051966
"LINC01551",0.211611338327403
"ACSL1",0.212100242908554
"PRDM13",0.212410446894336
"TRPV3",0.212715126295499
"PLPP6",0.212978832954748
"THAP10",0.213774579978014
"MGAT1",0.213893030736267
"CTNNBIP1",0.214123036754274
"MTHFD2",0.214153047577283
"VOPP1",0.214221828253134
"NADSYN1",0.214627111658255
"AMFR",0.214656049916858
